City,State,MGrid,Zip,Lat/Long
"""KENEDY",TX,EL18bt,78119,"28.81  -97.85"""
"""MINERAL",TX,EL18an,78125,"28.55  -97.97"""
"""KENEDY",TX,EL18an,78125,"28.55  -97.97"""
"""KERMIT",TX,DM81ku,79745,"31.85  -103.09"""
"""KERRVILLE",TX,EM00ka,78028,"30.04  -99.13"""
"""KERRVILLE",TX,EM00ka,78029,"30.04  -99.13"""
"""KILLEEN",TX,EM11dc,76540,"31.09  -97.71"""
"""KILLEEN",TX,EM11dc,76541,"31.09  -97.71"""
"""KILLEEN",TX,EM11dc,76542,"31.09  -97.71"""
"""MAXDALE",TX,EM11dc,76542,"31.09  -97.71"""
"""YOUNGSPORT",TX,EM11dc,76542,"31.09  -97.71"""
"""KILLEEN",TX,EM11dc,76543,"31.09  -97.71"""
"""FORT HOOD",TX,EM11dc,76544,"31.09  -97.71"""
"""KILLEEN",TX,EM11dc,76544,"31.09  -97.71"""
"""CHAFFEE VILLAGE",TX,EM11dc,76544,"31.09  -97.71"""
"""CLEAR CREEK",TX,EM11dc,76544,"31.09  -97.71"""
"""MCNAIR VILLAGE",TX,EM11dc,76544,"31.09  -97.71"""
"""MONTAGUE VILLAGE",TX,EM11dc,76544,"31.09  -97.71"""
"""KILLEEN",TX,EM11dc,76547,"31.09  -97.71"""
"""HARKER HEIGHTS",TX,EM11eb,76548,"31.06  -97.65"""
"""HARKER HTS",TX,EM11eb,76548,"31.06  -97.65"""
"""KILLEEN",TX,EM11eb,76548,"31.06  -97.65"""
"""KILLEEN",TX,EM11dc,76549,"31.09  -97.71"""
"""KINGSBURY",TX,EL19cp,78638,"29.65  -97.81"""
"""KINGSLAND",TX,EM00sp,78639,"30.66  -98.45"""
"""GRANITE SHOALS LAKE SHORES",TX,EM00sp,78639,"30.66  -98.45"""
"""LAKESIDE HEIGHTS",TX,EM00sp,78639,"30.66  -98.45"""
"""KINGSVILLE",TX,EL17bm,78363,"27.5  -97.86"""
"""KINGSVILLE NAVAL AIR STATION",TX,EL17bm,78363,"27.5  -97.86"""
"""KINGSVL NAVAL",TX,EL17bm,78363,"27.5  -97.86"""
"""KINGSVLLE NAS",TX,EL17bm,78363,"27.5  -97.86"""
"""RICARDO",TX,EL17bm,78363,"27.5  -97.86"""
"""KINGSVILLE",TX,EL17bm,78364,"27.5  -97.86"""
"""KNIPPA",TX,EL09eh,78870,"29.3  -99.63"""
"""KNOTT",TX,DM92ej,79748,"32.4  -101.64"""
"""KOPPERL",TX,EM12fc,76652,"32.11  -97.58"""
"""BRAZOS POINT",TX,EM12fc,76652,"32.11  -97.58"""
"""EULOGY",TX,EM12fc,76652,"32.11  -97.58"""
"""KIMBALL",TX,EM12fc,76652,"32.11  -97.58"""
"""KOSSE",TX,EM11qh,76653,"31.3  -96.62"""
"""ALTO SPRINGS",TX,EM11qh,76653,"31.3  -96.62"""
"""DENNY",TX,EM11qh,76653,"31.3  -96.62"""
"""HEADSVILLE",TX,EM11qh,76653,"31.3  -96.62"""
"""KYLE",TX,EL19bx,78640,"29.99  -97.87"""
"""NIEDERWALD",TX,EL19bx,78640,"29.99  -97.87"""
"""UHLAND",TX,EL19bx,78640,"29.99  -97.87"""
"""LA BLANCA",TX,EL16ah,78558,"26.3  -97.94"""
"""LA COSTE",TX,EL09oh,78039,"29.3  -98.81"""
"""LA FERIA",TX,EL16cd,78559,"26.15  -97.82"""
"""LAFKIN",TX,EL16cd,78559,"26.15  -97.82"""
"""LA GRANGE",TX,EL19nv,78945,"29.9  -96.87"""
"""WINCHESTER",TX,EL19nv,78945,"29.9  -96.87"""
"""AMMANSVILLE",TX,EL19nv,78945,"29.9  -96.87"""
"""HALSTED",TX,EL19nv,78945,"29.9  -96.87"""
"""HOLMAN",TX,EL19nv,78945,"29.9  -96.87"""
"""MULLINS PRAIRIE",TX,EL19nv,78945,"29.9  -96.87"""
"""OQUINN",TX,EL19nv,78945,"29.9  -96.87"""
"""RABBS PRAIRIE",TX,EL19nv,78945,"29.9  -96.87"""
"""RUTERSVILLE",TX,EL19nv,78945,"29.9  -96.87"""
"""LA JOYA",TX,EL06sf,78560,"26.24  -98.47"""
"""LAMPASAS",TX,EM01vb,76550,"31.06  -98.18"""
"""LAKE VICTOR",TX,EM01vb,76550,"31.06  -98.18"""
"""NARUNA",TX,EM01vb,76550,"31.06  -98.18"""
"""NIX",TX,EM01vb,76550,"31.06  -98.18"""
"""WATSON",TX,EM01vb,76550,"31.06  -98.18"""
"""LANGTRY",TX,DL99ft,78871,"29.81  -101.56"""
"""LA PRYOR",TX,EL08bw,78872,"28.94  -99.84"""
"""LAREDO",TX,EL07gm,78040,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78041,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78042,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78043,"27.53  -99.48"""
"""RIO BRAVO",TX,EL07gm,78043,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78044,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78045,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78046,"27.53  -99.48"""
"""EL CENIZO",TX,EL07gm,78046,"27.53  -99.48"""
"""LAREDO",TX,EL07gm,78049,"27.53  -99.48"""
"""XEROX CORPORATION",TX,EL07gm,78049,"27.53  -99.48"""
"""LA SALLE",TX,EL18qs,77969,"28.76  -96.62"""
"""LASARA",TX,EL16bm,78561,"26.53  -97.88"""
"""LA VERNIA",TX,EL09wi,78121,"29.35  -98.11"""
"""LAVERNIA",TX,EL09wi,78121,"29.35  -98.11"""
"""LA VILLA",TX,EL16ag,78562,"26.29  -97.92"""
"""LA WARD",TX,EL18su,77970,"28.84  -96.46"""
"""LEAKEY",TX,EL09cr,78873,"29.72  -99.76"""
"""LEANDER",TX,EM10bn,78641,"30.56  -97.86"""
"""VOLENTE",TX,EM10bn,78641,"30.56  -97.86"""
"""WHITESTONE",TX,EM10bn,78641,"30.56  -97.86"""
"""LEANDER",TX,EM10bn,78645,"30.56  -97.86"""
"""JONESTOWN",TX,EM10bn,78645,"30.56  -97.86"""
"""LAGO VISTA",TX,EM10bn,78645,"30.56  -97.86"""
"""POINT VENTURE",TX,EM10bn,78645,"30.56  -97.86"""
"""LEANDER",TX,EM10bn,78646,"30.56  -97.86"""
"""LEDBETTER",TX,EM10of,78946,"30.23  -96.76"""
"""NECHANITZ",TX,EM10of,78946,"30.23  -96.76"""
"""POST OAK",TX,EM10of,78946,"30.23  -96.76"""
"""WALDECK",TX,EM10of,78946,"30.23  -96.76"""
"""LEESVILLE",TX,EL19cj,78122,"29.39  -97.77"""
"""LEMING",TX,EL09sb,78050,"29.06  -98.48"""
"""LENORAH",TX,DM92bh,79749,"32.31  -101.88"""
"""LEROY",TX,EM11lr,76654,"31.73  -97.02"""
"""LEXINGTON",TX,EM10mj,78947,"30.41  -97"""
"""BLUE",TX,EM10mj,78947,"30.41  -97"""
"""LEO",TX,EM10mj,78947,"30.41  -97"""
"""TANGLEWOOD",TX,EM10mj,78947,"30.41  -97"""
"""LIBERTY HILL",TX,EM10ap,78642,"30.66  -97.92"""
"""LINCOLN",TX,EM10mh,78948,"30.31  -96.97"""
"""DOAK SPRINGS",TX,EM10mh,78948,"30.31  -96.97"""
"""FEDOR",TX,EM10mh,78948,"30.31  -96.97"""
"""LOEBAU",TX,EM10mh,78948,"30.31  -96.97"""
"""LINN",TX,EL06vo,78563,"26.6  -98.19"""
"""PUERTO RICO",TX,EL06vo,78563,"26.6  -98.19"""
"""LITTLE RIVER ACADEMY",TX,EM10hx,76554,"30.97  -97.37"""
"""LTL RVR ACAD",TX,EM10hx,76554,"30.97  -97.37"""
"""ACADEMY",TX,EM10hx,76554,"30.97  -97.37"""
"""LLANO",TX,EM00ps,78643,"30.75  -98.67"""
"""SUNRISE BEACH",TX,EM00ps,78643,"30.75  -98.67"""
"""LOCKHART",TX,EL19du,78644,"29.87  -97.67"""
"""MENDOZA",TX,EL19du,78644,"29.87  -97.67"""
"""SEAWILLOW",TX,EL19du,78644,"29.87  -97.67"""
"""LOLITA",TX,EL18st,77971,"28.81  -96.44"""
"""LOPENO",TX,EL06kr,78564,"26.72  -99.1"""
"""FALCON",TX,EL06kr,78564,"26.72  -99.1"""
"""LORENA",TX,EM11jj,76655,"31.38  -97.21"""
"""GOLINDA",TX,EM11jj,76655,"31.38  -97.21"""
"""LEVI",TX,EM11jj,76655,"31.38  -97.21"""
"""ROSENTHAL",TX,EM11jj,76655,"31.38  -97.21"""
"""LOS EBANOS",TX,EL06sh,78565,"26.33  -98.46"""
"""CURVITAS",TX,EL06sh,78565,"26.33  -98.46"""
"""LOS FRESNOS",TX,EL16gb,78566,"26.07  -97.47"""
"""BAYVIEW",TX,EL16gb,78566,"26.07  -97.47"""
"""INDIAN LAKE",TX,EL16gb,78566,"26.07  -97.47"""
"""LOS INDIOS",TX,EL16ec,78567,"26.1  -97.65"""
"""LOTT",TX,EM11le,76656,"31.2  -97.03"""
"""BARCLAY",TX,EM11le,76656,"31.2  -97.03"""
"""DURANGO",TX,EM11le,76656,"31.2  -97.03"""
"""GOODVILLE",TX,EM11le,76656,"31.2  -97.03"""
"""TRAVIS",TX,EM11le,76656,"31.2  -97.03"""
"""WESTPHALIA",TX,EM11le,76656,"31.2  -97.03"""
"""LOZANO",TX,EL16gc,78568,"26.1  -97.47"""
"""LULING",TX,EL19eq,78648,"29.68  -97.64"""
"""JOLIET",TX,EL19eq,78648,"29.68  -97.64"""
"""STAIRTOWN",TX,EL19eq,78648,"29.68  -97.64"""
"""LYFORD",TX,EL16cj,78569,"26.41  -97.78"""
"""LOS COYOTES",TX,EL16cj,78569,"26.41  -97.78"""
"""STOCKHOLM",TX,EL16cj,78569,"26.41  -97.78"""
"""LYTLE",TX,EL09of,78052,"29.23  -98.79"""
"""MCALLEN",TX,EL06vf,78501,"26.21  -98.23"""
"""MC ALLEN",TX,EL06vf,78501,"26.21  -98.23"""
"""MCALLEN",TX,EL06vf,78502,"26.21  -98.23"""
"""MC ALLEN",TX,EL06vf,78502,"26.21  -98.23"""
"""MCALLEN",TX,EL06vf,78503,"26.21  -98.23"""
"""MC ALLEN",TX,EL06vf,78503,"26.21  -98.23"""
"""MCALLEN",TX,EL06vf,78504,"26.21  -98.23"""
"""MC ALLEN",TX,EL06vf,78504,"26.21  -98.23"""
"""MCALLEN",TX,EL06vf,78505,"26.21  -98.23"""
"""BONNER",TX,EL06vf,78505,"26.21  -98.23"""
"""KANE",TX,EL06vf,78505,"26.21  -98.23"""
"""MCCOLL",TX,EL06vf,78505,"26.21  -98.23"""
"""GIRVIN",TX,DM81tb,79740,"31.07  -102.39"""
"""MC CAMEY",TX,DM81tb,79740,"31.07  -102.39"""
"""MC CAMEY",TX,DM81vd,79752,"31.13  -102.21"""
"""MCCAMEY",TX,DM81vd,79752,"31.13  -102.21"""
"""MC DADE",TX,EM10jh,78650,"30.3  -97.22"""
"""MCDADE",TX,EM10jh,78650,"30.3  -97.22"""
"""MCFADDIN",TX,EL18lm,77973,"28.51  -97.01"""
"""MC FADDIN",TX,EL18lm,77973,"28.51  -97.01"""
"""MC GREGOR",TX,EM11hk,76657,"31.45  -97.37"""
"""MCGREGOR",TX,EM11hk,76657,"31.45  -97.37"""
"""MC NEIL",TX,EM10dk,78651,"30.45  -97.71"""
"""MCNEIL",TX,EM10dk,78651,"30.45  -97.71"""
"""MC QUEENEY",TX,EL09xo,78123,"29.59  -98.04"""
"""MCQUEENEY",TX,EL09xo,78123,"29.59  -98.04"""
"""MACDONA",TX,EL09qj,78054,"29.41  -98.63"""
"""MALONE",TX,EM11nv,76660,"31.91  -96.89"""
"""MANCHACA",TX,EM10bd,78652,"30.13  -97.89"""
"""MANOR",TX,EM10fi,78653,"30.34  -97.55"""
"""WEBBERVILLE",TX,EM10fi,78653,"30.34  -97.55"""
"""CELE",TX,EM10fi,78653,"30.34  -97.55"""
"""DAFFAN",TX,EM10fi,78653,"30.34  -97.55"""
"""GREGG",TX,EM10fi,78653,"30.34  -97.55"""
"""KIMBRO",TX,EM10fi,78653,"30.34  -97.55"""
"""MANDA",TX,EM10fi,78653,"30.34  -97.55"""
"""NEW SWEDEN",TX,EM10fi,78653,"30.34  -97.55"""
"""MARATHON",TX,DM80je,79842,"30.2  -103.24"""
"""MARBLE FALLS",TX,EM00un,78654,"30.57  -98.27"""
"""GRANITE SHLS",TX,EM00un,78654,"30.57  -98.27"""
"""HIGHLAND HAVEN",TX,EM00un,78654,"30.57  -98.27"""
"""HIGHLAND HAVN",TX,EM00un,78654,"30.57  -98.27"""
"""MEADOWLAKES",TX,EM00un,78654,"30.57  -98.27"""
"""HORSESHOE BAY",TX,EM00un,78657,"30.57  -98.27"""
"""COTTONWD SHRS",TX,EM00un,78657,"30.57  -98.27"""
"""COTTONWOOD SHORES",TX,EM00un,78657,"30.57  -98.27"""
"""MARBLE FALLS",TX,EM00un,78657,"30.57  -98.27"""
"""MARFA",TX,DM70xh,79843,"30.31  -104.02"""
"""SHAFTER",TX,DM70xh,79843,"30.31  -104.02"""
"""MARION",TX,EL09wn,78124,"29.57  -98.14"""
"""SANTA CLARA",TX,EL09wn,78124,"29.57  -98.14"""
"""MARLIN",TX,EM11nh,76661,"31.3  -96.89"""
"""MCCLANAHAN",TX,EM11nh,76661,"31.3  -96.89"""
"""ROCKY HILL",TX,EM11nh,76661,"31.3  -96.89"""
"""MART",TX,EM11om,76664,"31.54  -96.83"""
"""BEN HUR",TX,EM11om,76664,"31.54  -96.83"""
"""KIRK",TX,EM11om,76664,"31.54  -96.83"""
"""WATT",TX,EM11om,76664,"31.54  -96.83"""
"""MARTINDALE",TX,EL19bu,78655,"29.84  -97.84"""
"""DINERO",TX,EL18ae,78350,"28.2  -97.93"""
"""MOUNT LUCAS",TX,EL18ae,78350,"28.2  -97.93"""
"""MATHIS",TX,EL18cc,78368,"28.09  -97.82"""
"""LAKE CITY",TX,EL18cc,78368,"28.09  -97.82"""
"""SWINNEY SWITCH",TX,EL18cc,78368,"28.09  -97.82"""
"""SWINNEY SWTCH",TX,EL18cc,78368,"28.09  -97.82"""
"""ARGENTA",TX,EL18cc,78368,"28.09  -97.82"""
"""HUBERT",TX,EL18cc,78368,"28.09  -97.82"""
"""SAN PATRICIO",TX,EL18cc,78368,"28.09  -97.82"""
"""MAXWELL",TX,EL19cv,78656,"29.88  -97.83"""
"""REEDVILLE",TX,EL19cv,78656,"29.88  -97.83"""
"""MEDINA",TX,EL09jt,78055,"29.8  -99.25"""
"""MENTONE",TX,DM81er,79754,"31.71  -103.6"""
"""MERCEDES",TX,EL16ad,78570,"26.14  -97.92"""
"""HEIDELBERG",TX,EL16ad,78570,"26.14  -97.92"""
"""RELAMPAGO",TX,EL16ad,78570,"26.14  -97.92"""
"""RIO RICO",TX,EL16ad,78570,"26.14  -97.92"""
"""THAYER",TX,EL16ad,78570,"26.14  -97.92"""
"""MERIDIAN",TX,EM11ew,76665,"31.92  -97.64"""
"""MERTENS",TX,EM12nb,76666,"32.05  -96.89"""
"""MEXIA",TX,EM11sq,76667,"31.67  -96.48"""
"""FALLON",TX,EM11sq,76667,"31.67  -96.48"""
"""FOREST GLADE",TX,EM11sq,76667,"31.67  -96.48"""
"""POINT ENTERPRISE",TX,EM11sq,76667,"31.67  -96.48"""
"""PRAIRIE GROVE",TX,EM11sq,76667,"31.67  -96.48"""
"""SHILOH",TX,EM11sq,76667,"31.67  -96.48"""
"""MEYERSVILLE",TX,EL18iw,77974,"28.92  -97.3"""
"""MIDKIFF",TX,DM91cp,79755,"31.63  -101.83"""
"""MIDLAND",TX,DM82wa,79701,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79702,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79703,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79704,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79705,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79706,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79707,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79708,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79710,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79711,"32.02  -102.1"""
"""MIDLAND",TX,DM82wa,79712,"32.02  -102.1"""
"""MILANO",TX,EM10nq,76556,"30.7  -96.85"""
"""MILFORD",TX,EM12mc,76670,"32.12  -96.94"""
"""IVERSON",TX,EM12mc,76670,"32.12  -96.94"""
"""MIRANDO CITY",TX,EL07mk,78369,"27.43  -98.93"""
"""AGUILARES",TX,EL07mk,78369,"27.43  -98.93"""
"""OJUELAS",TX,EL07mk,78369,"27.43  -98.93"""
"""MISSION",TX,EL06uf,78572,"26.21  -98.31"""
"""PALMHURST",TX,EL06uf,78572,"26.21  -98.31"""
"""PALMVIEW",TX,EL06uf,78572,"26.21  -98.31"""
"""ABRAM",TX,EL06uf,78572,"26.21  -98.31"""
"""CHIHUAHUA",TX,EL06uf,78572,"26.21  -98.31"""
"""CITRUS CITY",TX,EL06uf,78572,"26.21  -98.31"""
"""GRANJENO",TX,EL06uf,78572,"26.21  -98.31"""
"""HAVANA",TX,EL06uf,78572,"26.21  -98.31"""
"""MADERO",TX,EL06uf,78572,"26.21  -98.31"""
"""PEREZVILLE",TX,EL06uf,78572,"26.21  -98.31"""
"""SHARYLAND",TX,EL06uf,78572,"26.21  -98.31"""
"""MISSION",TX,EL06uf,78573,"26.21  -98.31"""
"""ALTON",TX,EL06uf,78573,"26.21  -98.31"""
"""PALMHURST",TX,EL06uf,78573,"26.21  -98.31"""
"""MISSION",TX,EL06th,78574,"26.31  -98.35"""
"""PALMHURST",TX,EL06th,78574,"26.31  -98.35"""
"""PALMVIEW",TX,EL06th,78574,"26.31  -98.35"""
"""MONAHANS",TX,DM81lp,79756,"31.63  -103.06"""
"""THORNTONVILLE",TX,DM81lp,79756,"31.63  -103.06"""
"""MOODY",TX,EM11hh,76557,"31.3  -97.36"""
"""MEADOR GROVE",TX,EM11hh,76557,"31.3  -97.36"""
"""STAMPEDE",TX,EM11hh,76557,"31.3  -97.36"""
"""WHITE HALL",TX,EM11hh,76557,"31.3  -97.36"""
"""WHITSON",TX,EM11hh,76557,"31.3  -97.36"""
"""WILLOW GROVE",TX,EM11hh,76557,"31.3  -97.36"""
"""MOORE",TX,EL09lb,78057,"29.05  -99.01"""
"""MORGAN",TX,EM12ea,76671,"32.01  -97.6"""
"""LAKESIDE VILLAGE",TX,EM12ea,76671,"32.01  -97.6"""
"""POESVILLE",TX,EM12ea,76671,"32.01  -97.6"""
"""MOULTON",TX,EL19kn,77975,"29.57  -97.14"""
"""NOVOHRAD",TX,EL19kn,77975,"29.57  -97.14"""
"""OLD MOULTON",TX,EL19kn,77975,"29.57  -97.14"""
"""WITTING",TX,EL19kn,77975,"29.57  -97.14"""
"""MOUND",TX,EM11fh,76558,"31.31  -97.57"""
"""MOUNTAIN HOME",TX,EM00hd,78058,"30.16  -99.36"""
"""MOUNT CALM",TX,EM11ns,76673,"31.75  -96.88"""
"""BIROME",TX,EM11ns,76673,"31.75  -96.88"""
"""MULDOON",TX,EL19lt,78949,"29.81  -97.06"""
"""STELLAR",TX,EL19lt,78949,"29.81  -97.06"""
"""NATALIA",TX,EL09ne,78059,"29.19  -98.85"""
"""NEW BRAUNFELS",TX,EL09wq,78130,"29.7  -98.11"""
"""CANYON LAKE",TX,EL09wq,78130,"29.7  -98.11"""
"""SOLMS",TX,EL09wq,78130,"29.7  -98.11"""
"""NEW BRAUNFELS",TX,EL09wq,78131,"29.7  -98.11"""
"""NEW BRAUNFELS",TX,EL09wq,78132,"29.7  -98.11"""
"""CANYON LAKE",TX,EL09wq,78132,"29.7  -98.11"""
"""HUNTER",TX,EL09wq,78132,"29.7  -98.11"""
"""SATTLER",TX,EL09wq,78132,"29.7  -98.11"""
"""STARTZVILLE",TX,EL09wq,78132,"29.7  -98.11"""
"""CANYON LAKE",TX,EL09uu,78133,"29.87  -98.26"""
"""NEW BRAUNFELS",TX,EL09uu,78133,"29.87  -98.26"""
"""SATTLER",TX,EL09uu,78133,"29.87  -98.26"""
"""STARTZVILLE",TX,EL09uu,78133,"29.87  -98.26"""
"""NEW BRAUNFELS",TX,EL09wq,78135,"29.7  -98.11"""
"""CHECKS IN THE MAIL",TX,EL09wq,78135,"29.7  -98.11"""
"""NEW ULM",TX,EL19su,78950,"29.87  -96.49"""
"""NIXON",TX,EL19cg,78140,"29.26  -97.76"""
"""NOLANVILLE",TX,EM11eb,76559,"31.07  -97.61"""
"""NORDHEIM",TX,EL18ew,78141,"28.92  -97.61"""
"""NORMANNA",TX,EL18cm,78142,"28.53  -97.79"""
"""NOTREES",TX,DM81ow,79759,"31.92  -102.76"""
"""NURSERY",TX,EL18kv,77976,"28.91  -97.1"""
"""OAKLAND",TX,EL19oo,78951,"29.62  -96.8"""
"""ODEM",TX,EL17fw,78370,"27.94  -97.58"""
"""ODESSA",TX,DM81tu,79760,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79761,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79762,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79763,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79764,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79765,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79766,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79768,"31.85  -102.36"""
"""ODESSA",TX,DM81tu,79769,"31.85  -102.36"""
"""OGLESBY",TX,EM11gj,76561,"31.41  -97.5"""
"""CAVITT",TX,EM11gj,76561,"31.41  -97.5"""
"""PECANGROVE",TX,EM11gj,76561,"31.41  -97.5"""
"""OILTON",TX,EL07nk,78371,"27.45  -98.91"""
"""OLMITO",TX,EL16fa,78575,"26.03  -97.55"""
"""RANCHO VIEJO",TX,EL16fa,78575,"26.03  -97.55"""
"""ORANGE GROVE",TX,EL17aw,78372,"27.95  -97.93"""
"""ORLA",TX,DM81bt,79770,"31.83  -103.91"""
"""PAIGE",TX,EM10kf,78659,"30.21  -97.11"""
"""HILLS",TX,EM10kf,78659,"30.21  -97.11"""
"""MANHEIM",TX,EM10kf,78659,"30.21  -97.11"""
"""PANDORA",TX,EL19cg,78143,"29.25  -97.83"""
"""PANNA MARIA",TX,EL18bx,78144,"28.97  -97.87"""
"""PAWNEE",TX,EL18ap,78145,"28.64  -98"""
"""PEARSALL",TX,EL08kv,78061,"28.88  -99.09"""
"""FRIO TOWN",TX,EL08kv,78061,"28.88  -99.09"""
"""PECOS",TX,DM81gj,79772,"31.4  -103.5"""
"""VERHALEN",TX,DM81gj,79772,"31.4  -103.5"""
"""PEGGY",TX,EL08vs,78062,"28.79  -98.24"""
"""PENDLETON",TX,EM11jc,76564,"31.12  -97.23"""
"""PENELOPE",TX,EM11mu,76676,"31.85  -96.92"""
"""PENITAS",TX,EL06sf,78576,"26.23  -98.44"""
"""PENWELL",TX,DM81qr,79776,"31.73  -102.59"""
"""PETTUS",TX,EL18cn,78146,"28.57  -97.8"""
"""PFLUGERVILLE",TX,EM10ek,78660,"30.44  -97.62"""
"""PFLUGERVILLE",TX,EM10ek,78691,"30.44  -97.62"""
"""PHARR",TX,EL06ve,78577,"26.18  -98.18"""
"""LAS MILPAS",TX,EL06ve,78577,"26.18  -98.18"""
"""PIPE CREEK",TX,EL09mr,78063,"29.71  -98.93"""
"""LAKEHILLS",TX,EL09mr,78063,"29.71  -98.93"""
"""LAKE HILLS",TX,EL09mr,78063,"29.71  -98.93"""
"""MEDINA LAKE",TX,EL09mr,78063,"29.71  -98.93"""
"""PLACEDO",TX,EL18op,77977,"28.66  -96.83"""
"""PLEASANTON",TX,EL08sx,78064,"28.96  -98.49"""
"""PLUM",TX,EL19mw,78952,"29.92  -96.95"""
"""POINT COMFORT",TX,EL18rq,77978,"28.67  -96.55"""
"""PORT ARANSAS",TX,EL17lt,78373,"27.82  -97.06"""
"""PORT ISABEL",TX,EL16jb,78578,"26.07  -97.22"""
"""LAGUNA HEIGHTS",TX,EL16jb,78578,"26.07  -97.22"""
"""LAGUNA HTS",TX,EL16jb,78578,"26.07  -97.22"""
"""LAGUNA VISTA",TX,EL16jb,78578,"26.07  -97.22"""
"""BAHIA MAR",TX,EL16jb,78578,"26.07  -97.22"""
"""ISABEL",TX,EL16jb,78578,"26.07  -97.22"""
"""PT ISABEL",TX,EL16jb,78578,"26.07  -97.22"""
"""SOUTH PADRE ISLAND",TX,EL16jj,78597,"26.41  -97.23"""
"""S PADRE ISL E",TX,EL16jj,78597,"26.41  -97.23"""
"""S PADRE ISLE",TX,EL16jj,78597,"26.41  -97.23"""
"""PORT ISABEL",TX,EL16jj,78597,"26.41  -97.23"""
"""PORTLAND",TX,EL17iu,78374,"27.87  -97.32"""
"""PORT LAVACA",TX,EL18qo,77979,"28.61  -96.62"""
"""LONG MOTT",TX,EL18qo,77979,"28.61  -96.62"""
"""CLARKS",TX,EL18qo,77979,"28.61  -96.62"""
"""GREEN LAKE",TX,EL18qo,77979,"28.61  -96.62"""
"""INDIANOLA",TX,EL18qo,77979,"28.61  -96.62"""
"""KAMEY",TX,EL18qo,77979,"28.61  -96.62"""
"""MAGNOLIA BEACH",TX,EL18qo,77979,"28.61  -96.62"""
"""OLIVIA",TX,EL18qo,77979,"28.61  -96.62"""
"""PORT ALTO",TX,EL18qo,77979,"28.61  -96.62"""
"""WEEDHAVEN",TX,EL18qo,77979,"28.61  -96.62"""
"""PORT O CONNOR",TX,EL18tk,77982,"28.44  -96.4"""
"""PORT O' CONNOR",TX,EL18tk,77982,"28.44  -96.4"""
"""POTEET",TX,EL09ra,78065,"29.03  -98.57"""
"""POTH",TX,EL09xb,78147,"29.07  -98.08"""
"""RECYCLE",TX,EL09xb,78147,"29.07  -98.08"""
"""POTTSVILLE",TX,EM01tq,76565,"31.68  -98.35"""
"""PRAIRIE HILL",TX,EM11op,76678,"31.65  -96.78"""
"""PRAIRIE LEA",TX,EL19dr,78661,"29.71  -97.72"""
"""PREMONT",TX,EL07wi,78375,"27.35  -98.12"""
"""PRESIDIO",TX,DL79tn,79845,"29.56  -104.36"""
"""REDFORD",TX,DL79vk,79846,"29.45  -104.19"""
"""PRESIDIO",TX,DL79vk,79846,"29.45  -104.19"""
"""PROGRESO",TX,EL16ac,78579,"26.09  -97.96"""
"""PURDON",TX,EM11rw,76679,"31.94  -96.57"""
"""JESTER",TX,EM11rw,76679,"31.94  -96.57"""
"""NAVARRO MILLS",TX,EM11rw,76679,"31.94  -96.57"""
"""PURSLEY",TX,EM11rw,76679,"31.94  -96.57"""
"""SILVER CITY",TX,EM11rw,76679,"31.94  -96.57"""
"""PURMELA",TX,EM11bl,76566,"31.46  -97.9"""
"""SOUTH PURMELA",TX,EM11bl,76566,"31.46  -97.9"""
"""PYOTE",TX,DM81km,79777,"31.53  -103.12"""
"""QUEMADO",TX,DL98qw,78877,"28.95  -100.63"""
"""SPOFFORD",TX,DL98qw,78877,"28.95  -100.63"""
"""RANKIN",TX,DM91af,79778,"31.22  -101.93"""
"""RAYMONDVILLE",TX,EL16cl,78580,"26.47  -97.78"""
"""PORFIRIO",TX,EL16cl,78580,"26.47  -97.78"""
"""SANTA MONICA",TX,EL16cl,78580,"26.47  -97.78"""
"""WILLAMAR",TX,EL16cl,78580,"26.47  -97.78"""
"""PORT MANSFIELD",TX,EL16gn,78598,"26.55  -97.43"""
"""PRT MANSFIELD",TX,EL16gn,78598,"26.55  -97.43"""
"""RAYMONDVILLE",TX,EL16gn,78598,"26.55  -97.43"""
"""REAGAN",TX,EM11pf,76680,"31.23  -96.75"""
